amount,payment_date,return_date,rental_date,first_name,last_name,address,title,rating,length,language,string_agg
5.99,2020-02-17 14:03:07.996577+00,2005-06-25 13:50:41+00,2005-06-17 14:34:41+00,EVELYN,MORGAN,943 Tokat Street,EXCITEMENT EVE,G,51,English             ,"GINADEGENERES,SUSANDAVIS,MORGANHOPKINS,GRACEMOSTEL,VIVIENBERGEN,SANDRAPECK,PENELOPEPINKETT,KENNETHPALTROW"
2.99,2020-02-17 14:04:38.996577+00,2005-06-18 18:01:12+00,2005-06-17 14:36:12+00,GRACE,ELLIS,442 Rae Bareli Place,CLUELESS BUCKET,R,95,English             ,"MORGANMCDORMAND,GINADEGENERES,CHARLIZEDENCH,UMAWOOD,JONCHASE,ALANDREYFUSS,ADAMHOPPER,CAMERONZELLWEGER"
2.99,2020-02-17 14:11:08.996577+00,2005-06-22 15:39:42+00,2005-06-17 14:42:42+00,JUDITH,COX,1966 Amroha Avenue,FREAKY POCUS,R,126,English             ,"MATTHEWLEIGH,SIDNEYCROWE,FAYWINSLET,KEVINGARLAND,TOMMIRANDA"
8.99,2020-02-17 14:15:26.996577+00,2005-06-24 15:36:00+00,2005-06-17 14:47:00+00,TRACY,COLE,1002 Ahmadnagar Manor,ZORRO ARK,NC-17,50,English             ,"LISAMONROE,IANTANDY,NICKDEGENERES"
2.99,2020-02-17 14:25:09.996577+00,2005-06-20 20:37:43+00,2005-06-17 14:56:43+00,DORIS,REED,1697 Kowloon and New Kowloon Loop,GREEK EVERYONE,PG,176,English             ,"CATEHARRIS,SISSYSOBIESKI,BURTDUKAKIS,RIPWINSLET"
4.99,2020-02-17 14:25:19.996577+00,2005-06-21 13:19:53+00,2005-06-17 14:56:53+00,ELIZABETH,BROWN,53 Idfu Parkway,VIDEOTAPE ARSENIC,NC-17,145,English             ,"SUSANDAVIS,RALPHCRUZ,IANTANDY,RUSSELLCLOSE,CHRISTOPHERBERRY"
3.99,2020-02-17 14:26:22.996577+00,2005-06-23 20:04:56+00,2005-06-17 14:57:56+00,KELLY,TORRES,1586 Guaruj Place,HONEY TIES,R,84,English             ,"ALBERTNOLTE,ZEROCAGE,KIRSTENPALTROW,JULIANNEDENCH,ALBERTJOHANSSON"
4.99,2020-02-17 14:32:12.996577+00,2005-06-22 15:41:46+00,2005-06-17 15:03:46+00,NORA,HERRERA,1587 Loja Manor,CORE SUIT,PG-13,92,English             ,"PENELOPECRONYN,ANGELAWITHERSPOON,MENAHOPPER,PENELOPEPINKETT"
3.99,2020-02-17 14:35:34.996577+00,2005-06-24 14:20:08+00,2005-06-17 15:07:08+00,CAROLINE,BOWMAN,1309 Weifang Street,MASK PEACH,NC-17,123,English             ,"SIDNEYCROWE,MEGHAWKE,GARYPENN,LUCILLEDEE,LAURABRODY,JEFFSILVERSTONE,RENEEBALL,DANTORN,NICKWAHLBERG,WARRENNOLTE,WOODYJOLIE"
2.99,2020-02-17 14:39:34.996577+00,2005-06-22 12:01:08+00,2005-06-17 15:11:08+00,SHERRI,RHODES,922 Vila Velha Loop,GRADUATE LORD,G,156,English             ,"EWANGOODING,WHOOPIHURT"
0.99,2020-02-17 14:40:12.996577+00,2005-06-20 10:28:46+00,2005-06-17 15:11:46+00,JESSE,SCHILLING,514 Ife Way,UNFORGIVEN ZOOLANDER,PG,129,English             ,"HARVEYHOPE,JENNIFERDAVIS,CUBAOLIVIER,JULIABARRYMORE,MARYKEITEL,NATALIEHOPKINS,EDGUINESS"
4.99,2020-02-17 14:48:05.996577+00,2005-06-26 15:48:39+00,2005-06-17 15:19:39+00,CLAYTON,BARBEE,1407 Pachuca de Soto Place,MOURNING PURPLE,PG,146,English             ,"ALBERTNOLTE,WILLWILSON,KENNETHPESCI,MERYLGIBSON,EWANGOODING,CHRISTIANAKROYD,DARYLCRAWFORD"
2.99,2020-02-17 14:56:17.996577+00,2005-06-20 19:46:51+00,2005-06-17 15:27:51+00,KIMBERLY,LEE,96 Tafuna Way,METROPOLIS COMA,PG-13,64,English             ,"VALBOLGER,CUBAALLEN,JIMMOSTEL,GENEWILLIS,RAYJOHANSSON,DUSTINTAUTOU"
3.99,2020-02-17 15:01:43.996577+00,2005-06-23 20:51:17+00,2005-06-17 15:33:17+00,ZACHARY,HITE,98 Pyongyang Boulevard,NORTHWEST POLISH,PG,172,English             ,"RITAREYNOLDS,MARYKEITEL,REESEWEST,CUBABIRCH,JEFFSILVERSTONE,LAURENCEBULLOCK,MAEHOFFMAN,MICHELLEMCCONAUGHEY"
3.99,2020-02-17 15:01:58.996577+00,2005-06-23 12:22:32+00,2005-06-17 15:33:32+00,DEANNA,BYRD,862 Xintai Lane,ALONE TRIP,R,82,English             ,"EDCHASE,SPENCERDEPP,UMAWOOD,CHRISDEPP,RENEEBALL,LAURENCEBULLOCK,WOODYJOLIE,KARLBERRY"
2.99,2020-02-17 15:02:25.996577+00,2005-06-19 10:57:59+00,2005-06-17 15:33:59+00,CURTIS,IRBY,432 Garden Grove Street,SEA VIRGIN,PG,80,English             ,"HUMPHREYGARLAND,DUSTINTAUTOU,GARYPENN,RUSSELLBACALL,GOLDIEBRODY,CATEHARRIS,EMILYDEE,WILLIAMHACKMAN"
2.99,2020-02-17 15:08:29.996577+00,2005-06-20 20:34:03+00,2005-06-17 15:40:03+00,CHARLIE,BESS,362 Rajkot Lane,ALIEN CENTER,NC-17,46,English             ,"RENEETRACY,HUMPHREYWILLIS,MENAHOPPER,SIDNEYCROWE,KENNETHPALTROW,BURTDUKAKIS"
4.99,2020-02-17 15:08:59.996577+00,2005-06-19 12:55:33+00,2005-06-17 15:40:33+00,TOMMY,COLLAZO,76 Kermanshah Manor,LOLA AGENT,PG,85,English             ,"LUCILLETRACY,WOODYJOLIE,SCARLETTDAMON,TOMMIRANDA,KIMALLEN,GEOFFREYHESTON"
6.99,2020-02-17 15:12:13.996577+00,2005-06-24 10:12:47+00,2005-06-17 15:43:47+00,AGNES,BISHOP,866 Shivapuri Manor,JERK PAYCHECK,NC-17,172,English             ,"REESEKILMER,BELAWALKEN,CHRISDEPP,RITAREYNOLDS,MILLAKEITEL,DANTORN,BURTDUKAKIS,JULIABARRYMORE"
4.99,2020-02-17 15:14:37.996577+00,2005-06-19 14:10:11+00,2005-06-17 15:46:11+00,CINDY,FISHER,1079 Tel Aviv-Jaffa Boulevard,WITCHES PANIC,NC-17,100,English             ,"RALPHCRUZ,WALTERTORN,SPENCERDEPP,REESEWEST"
4.99,2020-02-17 15:17:21.996577+00,2005-06-19 17:01:55+00,2005-06-17 15:48:55+00,BILLIE,HORTON,457 Tongliao Loop,HUNCHBACK IMPOSSIBLE,PG-13,151,English             ,"GROUCHODUNST,WILLIAMHACKMAN"
4.99,2020-02-17 15:18:11.996577+00,2005-06-18 17:10:45+00,2005-06-17 15:49:45+00,FLOYD,GANDY,1088 Ibirit Place,STEEL SANTA,NC-17,143,English             ,"JAMESPITT,MARYKEITEL,UMAWOOD"
0.99,2020-02-17 15:28:06.996577+00,2005-06-21 10:28:40+00,2005-06-17 15:59:40+00,DERRICK,BOURQUE,1153 Allende Way,EFFECT GLADIATOR,PG,107,English             ,"RENEETRACY,JULIABARRYMORE,NICKSTALLONE,ALECWAYNE,JULIAMCQUEEN,LISAMONROE,OLYMPIAPFEIFFER"
5.99,2020-02-17 15:33:28.996577+00,2005-06-26 19:26:02+00,2005-06-17 16:05:02+00,TERRY,CARLSON,752 Ondo Loop,DALMATIONS SWEDEN,PG,106,English             ,"ALBERTNOLTE,KEVINBLOOM,ALGARLAND,JOESWANK,GROUCHODUNST,VALBOLGER"
2.99,2020-02-17 15:41:58.996577+00,2005-06-19 15:16:32+00,2005-06-17 16:13:32+00,MAXINE,SILVA,1338 Zalantun Lane,BREAKING HOME,PG-13,169,English             ,"CARMENHUNT,GRACEMOSTEL,WOODYHOFFMAN,MORGANWILLIAMS,FRANCESTOMEI,HELENVOIGHT"
2.99,2020-02-17 15:42:26.996577+00,2005-06-18 17:31:00+00,2005-06-17 16:14:00+00,ANNIE,RUSSELL,1599 Plock Drive,LONELY ELEPHANT,G,67,English             ,"SEANGUINESS,GROUCHOWILLIAMS,ROCKDUKAKIS,VALBOLGER,EWANGOODING,WALTERTORN,ALANDREYFUSS,CHARLIZEDENCH,JAMESPITT,BENWILLIS,RIPCRAWFORD,KENNETHPALTROW"
4.99,2020-02-17 15:45:45.996577+00,2005-06-22 13:57:19+00,2005-06-17 16:17:19+00,TINA,SIMMONS,984 Effon-Alaiye Avenue,BREAKFAST GOLDFINGER,G,123,English             ,"MICHAELBOLGER,JULIAZELLWEGER,ANGELINAASTAIRE,RUSSELLTEMPLE,ALGARLAND"
2.99,2020-02-17 15:59:22.996577+00,2005-06-23 11:13:56+00,2005-06-17 16:30:56+00,KRISTIN,JOHNSTON,226 Brest Manor,JUMPING WRATH,NC-17,74,English             ,"ANGELAHUDSON,ALANDREYFUSS,CATEHARRIS,SALMANOLTE,SUSANDAVIS,JAMESPITT,SANDRAKILMER,ELVISMARX"
0.99,2020-02-17 16:00:33.996577+00,2005-06-21 19:19:07+00,2005-06-17 16:32:07+00,JOSE,ANDREW,1016 Iwakuni Street,CURTAIN VIDEOTAPE,PG-13,133,English             ,"EWANGOODING,WALTERTORN,JOESWANK"
6.99,2020-02-17 16:03:36.996577+00,2005-06-26 12:52:10+00,2005-06-17 16:35:10+00,ANTONIO,MEEK,1190 0 Place,BUCKET BROTHERHOOD,PG,133,English             ,"KIRSTENAKROYD,BURTTEMPLE,TIMHACKMAN,RIPCRAWFORD,GARYPHOENIX,CHARLIZEDENCH"
6.99,2020-02-17 16:03:56.996577+00,2005-06-23 19:13:30+00,2005-06-17 16:35:30+00,DANIEL,CABRAL,543 Bergamo Avenue,CALENDAR GUNFIGHT,NC-17,120,English             ,"GINADEGENERES,CAMERONSTREEP,MILLAPECK,WHOOPIHURT,TIMHACKMAN,GRETAKEITEL,BETTENICHOLSON,GARYPHOENIX"
9.99,2020-02-17 16:13:35.996577+00,2005-06-25 15:41:09+00,2005-06-17 16:45:09+00,BERTHA,FERGUSON,1367 Yantai Manor,TEEN APOLLO,G,74,English             ,"RIVERDEAN,NICKSTALLONE,CARMENHUNT,MILLAPECK,GREGCHAPLIN"
2.99,2020-02-17 16:34:40.996577+00,2005-06-22 22:52:14+00,2005-06-17 17:06:14+00,SUE,PETERS,817 Bradford Loop,AFFAIR PREJUDICE,G,117,English             ,"OPRAHKILMER,KENNETHPESCI,SCARLETTDAMON,JODIEDEGENERES,FAYWINSLET"
10.99,2020-02-17 16:37:30.996577+00,2005-06-26 11:11:04+00,2005-06-17 17:09:04+00,CHRISTY,VARGAS,1158 Mandi Bahauddin Parkway,TELEGRAPH VOYAGE,PG,148,English             ,"CARMENHUNT,LUCILLEDEE,WOODYHOFFMAN,GINADEGENERES,THORATEMPLE,MICHAELBENING,VIVIENBASINGER"
6.99,2020-02-17 16:40:42.996577+00,2005-06-25 14:06:16+00,2005-06-17 17:12:16+00,ARMANDO,GRUBER,869 Shikarpur Way,WEREWOLF LOLA,G,79,English             ,"KENNETHPESCI,GENEWILLIS,BENHARRIS,OPRAHKILMER,VIVIENBASINGER,CUBAOLIVIER,GROUCHOSINATRA"
9.99,2020-02-17 16:42:34.996577+00,2005-06-26 17:10:08+00,2005-06-17 17:14:08+00,JESSICA,HALL,18 Duisburg Boulevard,CONNECTICUT TRAMP,R,172,English             ,"FREDCOSTNER,ALBERTJOHANSSON,VIVIENBASINGER,MEGHAWKE,HENRYBERRY,JOHNNYCAGE,KARLBERRY"
0.99,2020-02-17 16:47:22.996577+00,2005-06-18 18:36:56+00,2005-06-17 17:18:56+00,THOMAS,GRIGSBY,1191 Sungai Petani Boulevard,JAWBREAKER BROOKLYN,PG,118,English             ,"CHRISTIANAKROYD,JESSICABAILEY,CHRISTIANGABLE,JULIAMCQUEEN,VALBOLGER"
5.99,2020-02-17 16:50:01.996577+00,2005-06-23 22:49:35+00,2005-06-17 17:21:35+00,SUSAN,WILSON,478 Joliet Way,HIGH ENCINO,R,84,English             ,"MERYLALLEN,JULIAMCQUEEN,VIVIENBERGEN,OPRAHKILMER,GOLDIEBRODY,MILLAKEITEL,EDGUINESS"
4.99,2020-02-17 17:01:30.996577+00,2005-06-21 16:29:04+00,2005-06-17 17:33:04+00,JOEL,FRANCISCO,287 Cuautla Boulevard,DOGMA FAMILY,G,122,English             ,"RIVERDEAN,CHRISTOPHERWEST,GINADEGENERES,SIDNEYCROWE,GROUCHOSINATRA,HENRYBERRY,KIRKJOVOVICH"
4.99,2020-02-17 17:08:30.996577+00,2005-06-23 12:49:04+00,2005-06-17 17:40:04+00,ALEXANDER,FENNELL,231 Kaliningrad Place,CASABLANCA SUPER,G,85,English             ,"WALTERTORN,ANGELAWITHERSPOON,REESEWEST,KIRSTENAKROYD"
0.99,2020-02-17 17:10:35.996577+00,2005-06-19 19:40:09+00,2005-06-17 17:42:09+00,NAOMI,JENNINGS,1884 Shikarpur Avenue,SUMMER SCARFACE,G,53,English             ,"EWANGOODING,ANGELINAASTAIRE,DUSTINTAUTOU,DANHARRIS,ALECWAYNE,RUSSELLCLOSE,CATEHARRIS,MEGHAWKE"
2.99,2020-02-17 17:15:52.996577+00,2005-06-24 21:31:26+00,2005-06-17 17:47:26+00,JAMIE,RICE,879 Newcastle Way,SINNERS ATLANTIS,PG-13,126,English             ,"LAURENCEBULLOCK,LAURABRODY,CHRISTIANAKROYD,HELENVOIGHT"
0.99,2020-02-17 17:21:47.996577+00,2005-06-19 20:49:21+00,2005-06-17 17:53:21+00,JESSE,SCHILLING,514 Ife Way,JUGGLER HARDLY,PG-13,54,English             ,"MERYLGIBSON,CAMERONZELLWEGER,PENELOPEMONROE,SALMANOLTE,MORGANWILLIAMS,MILLAPECK,PENELOPEPINKETT,EDGUINESS,EWANGOODING"
2.99,2020-02-17 17:25:28.996577+00,2005-06-20 14:38:02+00,2005-06-17 17:57:02+00,VIRGIL,WOFFORD,760 Miyakonojo Drive,INSIDER ARIZONA,NC-17,78,English             ,"ALECWAYNE,DANTORN,JULIAMCQUEEN,KIRKJOVOVICH,DANHARRIS,CATEMCQUEEN,FAYWOOD,BURTTEMPLE,THORATEMPLE"
5.99,2020-02-17 17:33:48.996577+00,2005-06-23 22:21:22+00,2005-06-17 18:05:22+00,GLEN,TALBERT,1789 Saint-Denis Parkway,KRAMER CHOCOLATE,R,171,English             ,"JULIANNEDENCH,WOODYJOLIE,REESEKILMER,MILLAKEITEL,JOHNNYLOLLOBRIGIDA,FREDCOSTNER,BETTENICHOLSON,JULIAMCQUEEN"
5.99,2020-02-17 17:41:36.996577+00,2005-06-21 20:32:10+00,2005-06-17 18:13:10+00,RONNIE,RICKETTS,1889 Valparai Way,FLASH WARS,NC-17,123,English             ,"SANDRAPECK,MATTHEWJOHANSSON,NICKWAHLBERG,MILLAKEITEL,GRETAMALDEN,DANTORN,KIRSTENPALTROW"
2.99,2020-02-17 17:42:56.996577+00,2005-06-19 15:26:30+00,2005-06-17 18:14:30+00,ANITA,MORALES,788 Atinsk Street,PICKUP DRIVING,G,77,English             ,"JODIEDEGENERES,WILLWILSON,ELLENPRESLEY,MINNIEZELLWEGER,GARYPHOENIX"
0.99,2020-02-17 17:44:11.996577+00,2005-06-20 15:00:45+00,2005-06-17 18:15:45+00,EVELYN,MORGAN,943 Tokat Street,TIMBERLAND SKY,G,69,English             ,"BENHARRIS,JUDECRUISE,GARYPHOENIX,CHRISTOPHERWEST"
4.99,2020-02-17 17:57:29.996577+00,2005-06-23 17:17:03+00,2005-06-17 18:29:03+00,JANICE,WARD,1150 Kimchon Manor,CHASING FIGHT,PG,114,English             ,"RUSSELLTEMPLE,MENAHOPPER,JADARYDER,FAYWINSLET,TOMMIRANDA"
0.99,2020-02-17 17:59:42.996577+00,2005-06-18 22:33:16+00,2005-06-17 18:31:16+00,RITA,GRAHAM,1386 Yangor Avenue,ENCINO ELF,G,143,English             ,"ZEROCAGE,JAMESPITT,SYLVESTERDERN,KIRSTENPALTROW,HARVEYHOPE,BENWILLIS"
4.99,2020-02-17 18:03:52.996577+00,2005-06-25 14:45:26+00,2005-06-17 18:35:26+00,ANGEL,BARCLAY,496 Celaya Drive,FATAL HAUNTED,PG,91,English             ,"WILLWILSON,FAYWINSLET,ANGELAHUDSON,JODIEDEGENERES,MILLAPECK,MORGANMCDORMAND"
3.99,2020-02-17 18:10:08.996577+00,2005-06-25 16:03:42+00,2005-06-17 18:41:42+00,BRENT,HARKINS,319 Plock Parkway,KILLER INNOCENT,R,161,English             ,"DARYLWAHLBERG,WHOOPIHURT,MERYLALLEN,BURTPOSEY,ANGELINAASTAIRE"
7.99,2020-02-17 18:14:15.996577+00,2005-06-26 17:59:49+00,2005-06-17 18:45:49+00,CATHY,SPENCER,1287 Xiangfan Boulevard,SHAWSHANK BUBBLE,PG,80,English             ,"JULIAFAWCETT,ANGELAWITHERSPOON,IANTANDY,KENNETHPESCI,SYLVESTERDERN,SCARLETTBENING,RENEETRACY,BOBFAWCETT,VALBOLGER,CHRISTOPHERWEST"
0.99,2020-02-17 18:15:47.996577+00,2005-06-19 21:46:21+00,2005-06-17 18:47:21+00,IRENE,PRICE,602 Paarl Street,INDEPENDENCE HOTEL,NC-17,157,English             ,"DANHARRIS,GROUCHOSINATRA,KENNETHTORN,GROUCHODUNST,HELENVOIGHT,KARLBERRY,RIVERDEAN,KIMALLEN,JAYNENEESON"
5.99,2020-02-17 18:21:08.996577+00,2005-06-24 23:00:42+00,2005-06-17 18:52:42+00,CAROL,GARCIA,320 Brest Avenue,GIANT TROOPERS,R,102,English             ,MATTHEWLEIGH
4.99,2020-02-17 18:26:12.996577+00,2005-06-23 23:22:46+00,2005-06-17 18:57:46+00,NATHAN,RUNYON,264 Bhimavaram Manor,FORRESTER COMANCHEROS,NC-17,112,English             ,"KIRKJOVOVICH,SEANGUINESS,REESEKILMER"
5.99,2020-02-17 18:28:51.996577+00,2005-06-23 17:51:25+00,2005-06-17 19:00:25+00,SAMUEL,MARLOW,604 Bern Place,SEARCHERS WAIT,NC-17,182,English             ,"GINADEGENERES,SUSANDAVIS,CATEMCQUEEN,ROCKDUKAKIS"
3.99,2020-02-17 18:30:42.996577+00,2005-06-25 15:56:16+00,2005-06-17 19:02:16+00,LEAH,CURTIS,906 Goinia Way,SADDLE ANTITRUST,PG-13,80,English             ,"MINNIEKILMER,ADAMHOPPER,BOBFAWCETT"
4.99,2020-02-17 18:44:38.996577+00,2005-06-18 16:03:12+00,2005-06-17 19:16:12+00,KIMBERLY,LEE,96 Tafuna Way,LIAISONS SWEET,PG,140,English             ,"FAYWOOD,NICKWAHLBERG,MENATEMPLE,CHRISTIANNEESON,MEGHAWKE,MICHAELBOLGER"
0.99,2020-02-17 18:52:26.996577+00,2005-06-23 16:45:00+00,2005-06-17 19:24:00+00,BEATRICE,ARNOLD,1877 Ezhou Lane,ACADEMY DINOSAUR,PG,86,English             ,"JOHNNYCAGE,PENELOPEGUINESS,CHRISTIANGABLE,LUCILLETRACY,SANDRAPECK,MENATEMPLE,WARRENNOLTE,OPRAHKILMER,ROCKDUKAKIS,MARYKEITEL"
0.99,2020-02-17 18:56:55.996577+00,2005-06-23 21:47:29+00,2005-06-17 19:28:29+00,GLADYS,HAMILTON,1177 Jelets Way,EMPIRE MALKOVICH,G,177,English             ,"CUBAOLIVIER,RICHARDPENN,SIDNEYCROWE,ELLENPRESLEY,RALPHCRUZ,RAYJOHANSSON,DANTORN,HELENVOIGHT,FREDCOSTNER"
4.99,2020-02-17 19:03:08.996577+00,2005-06-21 23:05:42+00,2005-06-17 19:34:42+00,IAN,STILL,1894 Boa Vista Way,INCH JET,NC-17,167,English             ,"FREDCOSTNER,UMAWOOD,PARKERGOLDBERG,MATTHEWCARREY,GOLDIEBRODY"
5.99,2020-02-17 19:05:16.996577+00,2005-06-27 00:18:50+00,2005-06-17 19:36:50+00,RENEE,LANE,533 al-Ayn Boulevard,FOREVER CANDIDATE,NC-17,131,English             ,JADARYDER
4.99,2020-02-17 19:07:20.996577+00,2005-06-22 22:06:54+00,2005-06-17 19:38:54+00,ALVIN,DELOACH,1447 Chatsworth Place,ANTHEM LUKE,PG-13,91,English             ,"OPRAHKILMER,MILLAKEITEL"
2.99,2020-02-17 19:16:53.996577+00,2005-06-22 23:58:27+00,2005-06-17 19:48:27+00,COURTNEY,DAY,300 Junan Street,OSCAR GOLD,PG,115,English             ,"HARVEYHOPE,ALGARLAND,DUSTINTAUTOU,BOBFAWCETT,RIPCRAWFORD,ELLENPRESLEY"
2.99,2020-02-17 19:16:56.996577+00,2005-06-18 18:17:30+00,2005-06-17 19:48:30+00,JULIO,NOLAND,182 Nukualofa Drive,MAGNIFICENT CHITTY,R,53,English             ,"CUBABIRCH,RENEEBALL,FREDCOSTNER,GREGCHAPLIN,GARYPENN,GINADEGENERES,KENNETHTORN"
1.99,2020-02-17 19:17:40.996577+00,2005-06-23 16:44:14+00,2005-06-17 19:49:14+00,MARION,SNYDER,1891 Rizhao Boulevard,ENCOUNTERS CURTAIN,NC-17,92,English             ,"ALECWAYNE,MERYLGIBSON,EWANGOODING,ANNECRONYN"
2.99,2020-02-17 19:22:08.996577+00,2005-06-19 00:53:42+00,2005-06-17 19:53:42+00,JORGE,OLIVARES,1078 Stara Zagora Drive,VARSITY TRIP,NC-17,85,English             ,"BURTTEMPLE,MENATEMPLE,NICKSTALLONE"
8.99,2020-02-17 19:23:02.996577+00,2005-06-27 01:16:36+00,2005-06-17 19:54:36+00,HILDA,HOPKINS,1831 Nam Dinh Loop,VACATION BOONDOCK,R,145,English             ,"GRETAKEITEL,LISAMONROE,CHRISTIANGABLE,ADAMHOPPER,MEGHAWKE,FAYKILMER"
0.99,2020-02-17 19:23:14.996577+00,2005-06-18 15:28:48+00,2005-06-17 19:54:48+00,BRITTANY,RILEY,140 Chiayi Parkway,SOUP WISDOM,R,169,English             ,"KIMALLEN,MATTHEWLEIGH"
2.99,2020-02-17 19:23:24.996577+00,2005-06-23 23:41:58+00,2005-06-17 19:54:58+00,PATRICIA,JOHNSON,1121 Loja Avenue,BLACKOUT PRIVATE,PG,85,English             ,"MATTHEWCARREY,KENNETHHOFFMAN,CAMERONZELLWEGER,CARYMCCONAUGHEY,SANDRAKILMER"
1.99,2020-02-17 19:26:58.996577+00,2005-06-23 21:22:32+00,2005-06-17 19:58:32+00,DORA,MEDINA,1760 Oshawa Manor,HOBBIT ALIEN,PG-13,157,English             ,"WARRENJACKMAN,VIVIENBERGEN,WALTERTORN,LAURABRODY,DUSTINTAUTOU,REESEWEST,ELVISMARX,DARYLCRAWFORD"
5.99,2020-02-17 19:29:10.996577+00,2005-06-25 23:05:44+00,2005-06-17 20:00:44+00,MARVIN,YEE,126 Acua Parkway,FAMILY SWEET,R,155,English             ,"GROUCHOSINATRA,FAYWOOD,KENNETHHOFFMAN,MATTHEWCARREY,DEBBIEAKROYD,DARYLWAHLBERG,BURTPOSEY,PENELOPEPINKETT,SANDRAPECK"
5.99,2020-02-17 19:30:51.996577+00,2005-06-25 17:45:25+00,2005-06-17 20:02:25+00,ANNE,POWELL,1557 Ktahya Boulevard,WEEKEND PERSONAL,R,134,English             ,"SPENCERDEPP,GRETAMALDEN,SYLVESTERDERN,HUMPHREYGARLAND,EDCHASE,FREDCOSTNER,VIVIENBASINGER,JULIAMCQUEEN,JIMMOSTEL,REESEWEST"
4.99,2020-02-17 19:33:32.996577+00,2005-06-20 17:10:06+00,2005-06-17 20:05:06+00,HOLLY,FOX,435 0 Way,MILLION ACE,PG-13,142,English             ,"BENHARRIS,JOHNSUVARI,CHRISTIANAKROYD,SCARLETTDAMON,RENEETRACY"
0.99,2020-02-17 19:38:31.996577+00,2005-06-23 21:41:05+00,2005-06-17 20:10:05+00,NINA,SOTO,1519 Ilorin Place,DANCING FEVER,G,144,English             ,"ROCKDUKAKIS,MATTHEWLEIGH,JANEJACKMAN,JAYNENOLTE,LAURABRODY,KENNETHTORN"
7.99,2020-02-17 19:42:10.996577+00,2005-06-26 15:28:44+00,2005-06-17 20:13:44+00,EUGENE,CULPEPPER,686 Donostia-San Sebastin Lane,GORGEOUS BINGO,R,108,English             ,"FRANCESTOMEI,VIVIENBERGEN,WHOOPIHURT,REESEWEST,GEOFFREYHESTON,MEGHAWKE,SANDRAKILMER"
0.99,2020-02-17 19:42:28.996577+00,2005-06-18 23:59:02+00,2005-06-17 20:14:02+00,DEBRA,NELSON,306 Antofagasta Place,TIMBERLAND SKY,G,69,English             ,"CHRISTOPHERWEST,BENHARRIS,JUDECRUISE,GARYPHOENIX"
3.99,2020-02-17 19:45:07.996577+00,2005-06-24 21:42:41+00,2005-06-17 20:16:41+00,SHARON,ROBINSON,1688 Okara Way,MINORITY KISS,G,59,English             ,VIVIENBASINGER
4.99,2020-02-17 19:46:54.996577+00,2005-06-20 20:05:28+00,2005-06-17 20:18:28+00,VIRGIL,WOFFORD,760 Miyakonojo Drive,DRIVING POLISH,NC-17,175,English             ,"WILLWILSON,NICKDEGENERES,PENELOPEMONROE,SUSANDAVIS,RIPWINSLET,VIVIENBERGEN,MATTHEWJOHANSSON"
2.99,2020-02-17 19:56:40.996577+00,2005-06-22 00:16:14+00,2005-06-17 20:28:14+00,MAXINE,SILVA,1338 Zalantun Lane,CAMELOT VACATION,NC-17,61,English             ,"ALBERTNOLTE,JUDECRUISE"
8.99,2020-02-17 19:58:00.996577+00,2005-06-26 20:05:34+00,2005-06-17 20:29:34+00,MARCIA,DEAN,1479 Rustenburg Boulevard,CONFUSED CANDLES,PG-13,122,English             ,"JAMESPITT,CHRISTIANAKROYD,RIVERDEAN,GENEMCKELLEN,ALBERTNOLTE,RALPHCRUZ"
0.99,2020-02-17 20:08:55.996577+00,2005-06-18 23:42:29+00,2005-06-17 20:40:29+00,GLORIA,COOK,1668 Saint Louis Place,LIGHTS DEER,R,174,English             ,"MATTHEWJOHANSSON,TIMHACKMAN"
4.99,2020-02-17 20:10:00.996577+00,2005-06-18 23:15:34+00,2005-06-17 20:41:34+00,JACQUELINE,LONG,870 Ashqelon Loop,ISHTAR ROCKETEER,R,79,English             ,"SALMANOLTE,KIRSTENAKROYD,JOHNSUVARI,JADARYDER"
4.99,2020-02-17 20:24:09.996577+00,2005-06-26 18:41:43+00,2005-06-17 20:55:43+00,TERRY,CARLSON,752 Ondo Loop,GUNFIGHT MOON,NC-17,70,English             ,"RUSSELLCLOSE,KEVINGARLAND,GINADEGENERES,CARMENHUNT"
4.99,2020-02-17 20:26:39.996577+00,2005-06-19 22:59:13+00,2005-06-17 20:58:13+00,EDGAR,RHOADS,1269 Ipoh Avenue,ELF MURDER,NC-17,155,English             ,"AUDREYBAILEY,CAMERONWRAY,WARRENNOLTE,GENEHOPKINS,ALBERTJOHANSSON"
0.99,2020-02-17 20:34:06.996577+00,2005-06-21 01:53:40+00,2005-06-17 21:05:40+00,CATHERINE,CAMPBELL,46 Pjatigorsk Lane,RESURRECTION SILVERADO,PG,117,English             ,"MAEHOFFMAN,KENNETHHOFFMAN,KEVINGARLAND,RICHARDPENN,MENATEMPLE"
0.99,2020-02-17 20:39:02.996577+00,2005-06-18 20:07:36+00,2005-06-17 21:10:36+00,CRAIG,MORRELL,717 Changzhou Lane,BANGER PINOCCHIO,R,113,English             ,"GENEWILLIS,LUCILLETRACY,JOHNNYLOLLOBRIGIDA,JAYNENEESON,DUSTINTAUTOU,AUDREYBAILEY"
6.99,2020-02-17 20:54:49.996577+00,2005-06-26 16:10:23+00,2005-06-17 21:26:23+00,RONNIE,RICKETTS,1889 Valparai Way,BINGO TALENTED,PG-13,150,English             ,"RENEEBALL,JONCHASE,GOLDIEBRODY,CARYMCCONAUGHEY,CAMERONWRAY"
